	patA__Streptococcus_pneumoniae_TIGR4_	mefA__Exiguobacterium_sp__S3-2_	rpsJ__Neisseria_gonorrhoeae_FA_1090_	tetB(60)__uncultured_bacterium_	ErmB__Enterococcus_faecium_	Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_Pulvomycin__Escherichia_coli_CFT073_	tetA(60)__uncultured_bacterium_	Haemophilus_parainfluenzae_gyrA_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	tetB(46)__Streptococcus_australis_	ErmF__Bacteroides_fragilis_	CfxA6__uncultured_organism_	tetA(46)__Streptococcus_australis_	Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A__Planobispora_rosea_	Haemophilus_parainfluenzae_parC_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	Streptococcus_mitis_CdsA_with_mutation_conferring_daptomycin_resistance__Streptococcus_oralis_	msbA__Escherichia_coli_str__K-12_substr__MG1655_	oqxB__Escherichia_coli_	tetO__Campylobacter_jejuni_	Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin__Escherichia_coli_str__K-12_substr__W3110_	patB__Streptococcus_pneumoniae_TIGR4_	CRP__Escherichia_coli_str__K-12_substr__W3110_	bacA__Escherichia_coli_str__K-12_substr__MG1655_	Escherichia_coli_PtsI_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	tet(B)__Gram-negative_bacterium_TC71_	emrR__Escherichia_coli_str__K-12_substr__MG1655_	lsaC__Streptococcus_agalactiae_	mel__Bacteria_	ErmX__Corynebacterium_striatum_	vgaC__Enterobacter_cloacae_	Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin__Klebsiella_pneumoniae_	Escherichia_coli_parC_conferring_resistance_to_fluoroquinolone__Escherichia_coli_str__K-12_substr__MG1655_	antibiotic_resistant_fabI__Escherichia_coli_str__K-12_substr__MG1655_	ACT-35__Enterobacter_cloacae_	marA__Escherichia_coli_str__K-12_substr__W3110_	LpxC__Acinetobacter_baumannii_	smeD__Stenotrophomonas_maltophilia_	smeF__Stenotrophomonas_maltophilia_	Escherichia_coli_parE_conferring_resistance_to_fluoroquinolones__Proteobacteria_	Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	smeR__Stenotrophomonas_maltophilia_	OXY-6-3__Klebsiella_oxytoca_	smeB__Stenotrophomonas_maltophilia_	smeC__Stenotrophomonas_maltophilia_	APH(6)-Id__Pseudomonas_aeruginosa_	APH(3__)-Ib__Pseudomonas_aeruginosa_	TEM-126__Escherichia_coli_	smeA__Stenotrophomonas_maltophilia_	smeS__Stenotrophomonas_maltophilia_	OprM__Pseudomonas_aeruginosa_PAO1_	MexT__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_aeruginosa_gyrA_conferring_resistance_to_fluoroquinolones__Pseudomonas_aeruginosa_PAO1_	nalD__Pseudomonas_aeruginosa_PAO1_	Escherichia_coli_CyaA_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	MexB__Pseudomonas_aeruginosa_	adeL__Acinetobacter_baumannii_	MuxB__Pseudomonas_aeruginosa_PAO1_	antibiotic_resistant_fabG__Escherichia_coli_str__K-12_substr__MG1655_	sul1__Vibrio_fluvialis_	cpxA__Escherichia_coli_O157_H7_str__Sakai_	MexC__Pseudomonas_aeruginosa_	mexK__Pseudomonas_aeruginosa_PAO1_	mexV__Pseudomonas_aeruginosa_PAO1_	OXA-50__Pseudomonas_aeruginosa_	PDC-8__Pseudomonas_aeruginosa_	MexS__Pseudomonas_aeruginosa_PAK_	basS__Pseudomonas_aeruginosa_	FosA5__Escherichia_coli_	mexY__Pseudomonas_aeruginosa_PAO1_	opmE__Pseudomonas_aeruginosa_	APH(3_)-IIb__Pseudomonas_aeruginosa_	smeE__Stenotrophomonas_maltophilia_	adeG__Acinetobacter_baumannii_AYE_	TriA__Pseudomonas_aeruginosa_PAO1_	TriB__Pseudomonas_aeruginosa_PAO1_	TriC__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_mutant_PhoQ_conferring_resistance_to_colistin__Pseudomonas_aeruginosa_PAO1_	mexZ__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_aeruginosa_soxR__Pseudomonas_aeruginosa_PAO1_	MuxA__Pseudomonas_aeruginosa_PAO1_	arnA__Pseudomonas_aeruginosa_PAO1_	mexJ__Pseudomonas_aeruginosa_PAO1_	mexL__Pseudomonas_aeruginosa_PAO1_	nalC__Pseudomonas_aeruginosa_PAO1_	Type_A_NfxB__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_aeruginosa_emrE__Pseudomonas_aeruginosa_PAO1_	Klebsiella_pneumoniae_OmpK35__Klebsiella_pneumoniae_subsp__pneumoniae_HS11286_
CfxA6__uncultured_organism_	0.853410199109	0.833105643542	0.886136587847	0.840210127676	0.74980361652	0.860912436517	0.754343330029	0.586081413085	0.819298559152	0.573051565104	0.0	0.759683921711	0.793488886604	0.514241616087	0.920244144345	0.817521529344	0.855177716825	0.866069067806	0.90338153027	0.838153239427	0.888365387104	0.912929457829	0.905248535954	0.662143150493	0.922658575147	0.839950059035	0.874423571366	0.662143150493	0.920205573259	0.944017497891	0.951498341004	0.885998821423	0.908286974367	0.908286974367	0.917366105946	0.917366105946	0.917366105946	0.917366105946	0.925979041027	0.925979041027	0.930343770119	0.934102868133	0.934102868133	0.851592307875	0.851592307875	0.839950059035	0.949348964642	0.949348964642	0.85813840095	0.949348964642	0.949348964642	0.949348964642	0.955608295815	0.955608295815	0.955608295815	0.955608295815	0.851592307875	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.839950059035	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.839950059035
tetA(46)__Streptococcus_australis_	0.645261572298	0.700586927424	0.735447543965	0.702302524479	0.776426983176	0.757710493371	0.640649202453	0.669311052781	0.544265913531	0.6647979769	0.759683921711	0.0	0.633812091467	0.709386545733	0.866211191088	0.858169240023	0.84204402625	0.75847669722	0.864748311879	0.629305977572	0.822730670956	0.91655206942	0.857522719568	0.724393206342	0.877892439676	0.854023842618	0.722400794041	0.780345562342	0.823338665153	0.850507040571	0.939137287021	0.829223116791	0.899645477235	0.899645477235	0.879178478716	0.879178478716	0.879178478716	0.864201644279	0.869640743302	0.885290551173	0.931066875532	0.88274877812	0.88274877812	0.817355629148	0.817355629148	0.800396953873	0.863083096524	0.863083096524	0.84749568626	0.84749568626	0.84749568626	0.898695122071	0.911604686621	0.911604686621	0.911604686621	0.911604686621	0.852069377468	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.854023842618	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.925247333353	0.854023842618
Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A__Planobispora_rosea_	0.790015180436	0.840522155684	0.831291934924	0.715889621989	0.861344698963	0.853410199109	0.771294688395	0.674657895412	0.713446408933	0.573051565104	0.793488886604	0.633812091467	0.0	0.694327121524	0.945803076912	0.916430079389	0.916430079389	0.799518482116	0.893561751225	0.751404248686	0.857957166433	0.881290094099	0.867108335997	0.694327121524	0.936940081912	0.839950059035	0.754423015911	0.786865772376	0.864489067077	0.859183086517	0.860439888856	0.803621823411	0.93173135674	0.942942549013	0.917366105946	0.899692741909	0.899692741909	0.939342587221	0.930343770119	0.888912287128	0.866069067806	0.865911839497	0.865911839497	0.955608295815	0.955608295815	0.662143150493	0.816872110106	0.816872110106	0.85813840095	0.949348964642	0.816872110106	0.949348964642	0.955608295815	0.955608295815	0.955608295815	0.955608295815	0.955608295815	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228	0.962306403228
Haemophilus_parainfluenzae_parC_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	0.801276405835	0.803547146167	0.802446001231	0.744388373152	0.800396953873	0.808507103769	0.744388373152	0.680136991272	0.744388373152	0.415398472954	0.514241616087	0.709386545733	0.694327121524	0.0	0.732508507938	0.812151037008	0.769855634416	0.541469922136	0.867874931267	0.7089359994	0.827299442364	0.812799613109	0.919404409553	0.328631661988	0.875689439729	0.9783690458	0.79379942179	0.9783690458	0.748678050273	0.787264612157	0.84749575406	0.787109100326	0.947748292512	0.947748292512	0.952853637038	0.952853637038	0.952853637038	0.952853637038	0.957711702266	0.957711702266	0.824808067613	0.962306403228	0.962306403228	0.696127437394	0.696127437394	0.654783195596	0.970993901747	0.970993901747	0.723655053782	0.970993901747	0.970993901747	0.970993901747	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458
Streptococcus_mitis_CdsA_with_mutation_conferring_daptomycin_resistance__Streptococcus_oralis_	0.828648560997	0.790473729339	0.803684103639	0.831871326825	0.834288035749	0.891664674732	0.790366011688	0.873841988058	0.857710720127	0.615429783524	0.920244144345	0.866211191088	0.945803076912	0.732508507938	0.0	0.813652321167	0.873855906588	0.907890125781	0.84003796465	0.826580041413	0.847531773833	0.867737855326	0.881538095573	0.732508507938	0.869943843396	0.871184443351	0.872571551178	0.871184443351	0.865174533074	0.880653341239	0.906185429855	0.889570988972	0.913165642431	0.913165642431	0.951868129805	0.872415671886	0.872415671886	0.917212199719	0.930392465121	0.885979804912	0.885979804912	0.898711063659	0.898711063659	0.790096440667	0.790096440667	0.942381756817	0.922299675556	0.922299675556	0.922299675556	0.870913731283	0.799084035123	0.85249878397	0.932026813096	0.851864123239	0.932026813096	0.872415396446	0.932026813096	0.787109100326	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.942381756817	0.871184443351
msbA__Escherichia_coli_str__K-12_substr__MG1655_	0.748815043449	0.757145112353	0.89891704408	0.785103766867	0.875620674354	0.632785580564	0.858681263815	0.854057243876	0.872388017801	0.847049423473	0.817521529344	0.858169240023	0.916430079389	0.812151037008	0.813652321167	0.0	0.596039134492	0.87664365265	0.620695933732	0.932222427552	0.518425391911	0.551794616335	0.730718520272	0.829601408278	0.705130534852	0.8611983534	0.872028534206	0.812151037008	0.756984234746	0.79179994387	0.763261337924	0.763261337924	0.750105422192	0.596359964781	0.822702174812	0.694507611769	0.734304972407	0.798878428601	0.751801342734	0.749724858648	0.71779527812	0.811278512013	0.811278512013	0.822419205433	0.822419205433	0.729633881452	0.688379926529	0.688379926529	0.649028311354	0.71524312451	0.739805736335	0.739805736335	0.723418790887	0.753398399927	0.764728713147	0.753398399927	0.734749104107	0.812151037008	0.760144283929	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.747084252722	0.729633881452	0.729633881452	0.760144283929	0.729633881452	0.729633881452	0.747084252722	0.760144283929	0.760144283929	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.78164063453	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.729633881452	0.794700665738
oqxB__Escherichia_coli_	0.804944209544	0.747547958604	0.872388017801	0.858681263815	0.876282479186	0.688950034858	0.929492106715	0.861982884986	0.937584179428	0.807280024741	0.855177716825	0.84204402625	0.916430079389	0.769855634416	0.873855906588	0.596039134492	0.0	0.900224018541	0.748298554873	0.849195050897	0.448947122086	0.594550732424	0.807788242839	0.760144283929	0.647509280255	0.84374798213	0.821603204119	0.84374798213	0.823848741173	0.770125206595	0.730836529956	0.672550203377	0.835479603417	0.773114440251	0.766707921118	0.721270898389	0.761068259028	0.736292163472	0.712292200007	0.769574061795	0.76749757771	0.848934699494	0.848934699494	0.822419205433	0.822419205433	0.787306005686	0.713631125292	0.713631125292	0.713631125292	0.70608178369	0.777089146607	0.777089146607	0.743174248049	0.779867893839	0.788293037781	0.779867893839	0.716704754136	0.829601408278	0.787306005686	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.760144283929	0.777594655199	0.777594655199	0.777594655199	0.787306005686	0.787306005686	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.812151037008	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.777594655199	0.812151037008
tetO__Campylobacter_jejuni_	0.760520254509	0.891817923827	0.82722538835	0.77806763427	0.928133598744	0.703120654413	0.605513444261	0.823187542438	0.843994442069	0.738790462481	0.866069067806	0.75847669722	0.799518482116	0.541469922136	0.907890125781	0.87664365265	0.900224018541	0.0	0.891295368558	0.755999674429	0.862195424717	0.93525105985	0.87499479497	0.571849878985	0.9220743009	0.957711702266	0.907035948917	0.957711702266	0.708414819479	0.833452713362	0.823972716211	0.886067021193	0.921157392989	0.931740162194	0.907087446932	0.907087446932	0.907087446932	0.930001308715	0.923093064995	0.916814309718	0.851054484727	0.925979041027	0.925979041027	0.854091856849	0.854091856849	0.824808067613	0.943129711197	0.943129711197	0.843658154226	0.943129711197	0.943129711197	0.8589947799	0.950178034187	0.950178034187	0.854091856849	0.950178034187	0.950178034187	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266	0.957711702266
Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin__Escherichia_coli_str__K-12_substr__W3110_	0.706396365177	0.748131663452	0.781069971571	0.843636723304	0.797439368868	0.699321265147	0.798511513592	0.77246357486	0.800751521297	0.885611041798	0.90338153027	0.864748311879	0.893561751225	0.867874931267	0.84003796465	0.620695933732	0.748298554873	0.891295368558	0.0	0.856251286646	0.542808272999	0.53474779721	0.619805871577	0.815533396466	0.718499448383	0.849831546472	0.862110725505	0.849831546472	0.869268561111	0.79070957478	0.787312642468	0.860547270734	0.686870173659	0.647127631714	0.771598090016	0.822834206306	0.822834206306	0.828279609426	0.681435967117	0.808000129941	0.746624617703	0.847252296042	0.847252296042	0.777152142245	0.810615313035	0.780078055432	0.703899491884	0.703899491884	0.742165772178	0.786176852155	0.82017348867	0.82017348867	0.734446574449	0.819326767465	0.785863596675	0.819326767465	0.734446574449	0.811259792424	0.780078055432	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.821301162376	0.82930317722	0.82930317722	0.738489452264	0.82930317722	0.82930317722	0.821301162376	0.77003668548	0.780078055432	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.821301162376	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.82930317722	0.762034670637
patB__Streptococcus_pneumoniae_TIGR4_	0.692720384523	0.76842810779	0.817157335278	0.69866552531	0.833144409063	0.763071103284	0.552271418933	0.858245862004	0.645402065175	0.561189547309	0.838153239427	0.629305977572	0.751404248686	0.7089359994	0.826580041413	0.932222427552	0.849195050897	0.755999674429	0.856251286646	0.0	0.922388032752	0.874285843552	0.90646801209	0.799546574902	0.898061291743	0.744258558622	0.703788025393	0.853595436335	0.851650023669	0.876230397342	0.912879711557	0.967861169987	0.88858432959	0.88858432959	0.893544379649	0.910028596928	0.910028596928	0.893544379649	0.90673892175	0.911072541491	0.928374379204	0.902931001245	0.902931001245	0.875375614519	0.875375614519	0.787264612157	0.87268526606	0.87268526606	0.855529019947	0.87268526606	0.855529019947	0.918569168941	0.928803056433	0.928803056433	0.928803056433	0.928803056433	0.928803056433	0.853595436335	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057	0.939680215057
CRP__Escherichia_coli_str__K-12_substr__W3110_	0.773468673156	0.692384284351	0.782811320205	0.806894085822	0.854633775336	0.53667139434	0.850968321418	0.790177199855	0.833435992975	0.860564099315	0.888365387104	0.822730670956	0.857957166433	0.827299442364	0.847531773833	0.518425391911	0.448947122086	0.862195424717	0.542808272999	0.922388032752	0.0	0.400465901092	0.667108292204	0.716998303262	0.596395753565	0.851097775116	0.92316728354	0.86962269412	0.773181628023	0.710412434019	0.68431487796	0.64464369923	0.683445699585	0.732212827487	0.770609443412	0.751946201743	0.693751989958	0.667450247931	0.717080624962	0.744564217113	0.672934265177	0.792864650925	0.792864650925	0.844492687895	0.844492687895	0.755683952748	0.695997286976	0.695997286976	0.687983076874	0.737268462794	0.776555977363	0.776555977363	0.727359597138	0.773418659671	0.782362601705	0.773418659671	0.727359597138	0.808774523359	0.774208871753	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.755683952748	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.774208871753	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.808774523359	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.763899521974	0.819083873138
bacA__Escherichia_coli_str__K-12_substr__MG1655_	0.81324512929	0.771222806051	0.867362692467	0.828325540416	0.892566535247	0.690131032212	0.887103904339	0.896845732374	0.884263213089	0.858054502268	0.912929457829	0.91655206942	0.881290094099	0.812799613109	0.867737855326	0.551794616335	0.594550732424	0.93525105985	0.53474779721	0.874285843552	0.400465901092	0.0	0.739581231626	0.812799613109	0.641380384841	0.852064218748	0.875729033325	0.919404409553	0.888017992928	0.78209114236	0.776855163327	0.760950921364	0.582835659026	0.739833874412	0.839037679137	0.663212690216	0.786834590725	0.7588982098	0.654948655981	0.76976089731	0.76976089731	0.823502095372	0.823502095372	0.848554699122	0.848554699122	0.740499843886	0.661807912601	0.661807912601	0.718011800652	0.772343105412	0.81617926226	0.81617926226	0.693344904189	0.816703331876	0.765568832418	0.816703331876	0.756069029272	0.801849542873	0.751449914122	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.793123380509	0.812799613109	0.812799613109	0.812799613109	0.740499843886	0.751449914122	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.871740451348	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.812799613109	0.863014288983
Escherichia_coli_PtsI_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	0.811422436132	0.701629954824	0.815711128995	0.87364624863	0.862703217138	0.754867805203	0.85018615734	0.747768992682	0.85018615734	0.904624738107	0.905248535954	0.857522719568	0.867108335997	0.919404409553	0.881538095573	0.730718520272	0.807788242839	0.87499479497	0.619805871577	0.90646801209	0.667108292204	0.739581231626	0.0	0.919404409553	0.732631242238	0.852064218748	0.920738827429	0.871740451348	0.836164880675	0.866191373107	0.845830213085	0.933372263302	0.723475813624	0.669513797113	0.697087259546	0.604149461784	0.693896792963	0.831708256314	0.76976089731	0.68414033837	0.850311901852	0.621272527741	0.621272527741	0.756069029272	0.799633091016	0.793123380509	0.650360405008	0.650360405008	0.709499511771	0.709499511771	0.748535044688	0.748535044688	0.680569366357	0.756069029272	0.765568832418	0.756069029272	0.702844707335	0.793123380509	0.740499843886	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.740499843886	0.720823611286	0.720823611286	0.714823885712	0.720823611286	0.720823611286	0.740499843886	0.740499843886	0.751449914122	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.793123380509	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.720823611286	0.740499843886
tet(B)__Gram-negative_bacterium_TC71_	0.801276405835	0.810695221615	0.71909716124	0.744388373152	0.724393206342	0.801276405835	0.763769763516	0.7089359994	0.744388373152	0.415398472954	0.662143150493	0.724393206342	0.694327121524	0.328631661988	0.732508507938	0.829601408278	0.760144283929	0.571849878985	0.815533396466	0.799546574902	0.716998303262	0.812799613109	0.919404409553	0.0	0.85515566001	0.9783690458	0.79379942179	0.9783690458	0.787264612157	0.787264612157	0.84749575406	0.787109100326	0.847714681772	0.861273905665	0.952853637038	0.952853637038	0.952853637038	0.846861357265	0.824808067613	0.957711702266	0.844536853919	0.962306403228	0.962306403228	0.696127437394	0.696127437394	0.9783690458	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458
emrR__Escherichia_coli_str__K-12_substr__MG1655_	0.792056663154	0.825323621769	0.84294172237	0.87891927215	0.872694297932	0.769209737594	0.923715369024	0.888932973542	0.87891927215	0.917996976818	0.922658575147	0.877892439676	0.936940081912	0.875689439729	0.869943843396	0.705130534852	0.647509280255	0.9220743009	0.718499448383	0.898061291743	0.596395753565	0.641380384841	0.732631242238	0.85515566001	0.0	0.85515566001	0.887722861844	0.930606462263	0.771391839563	0.648489336652	0.727651272163	0.913852697002	0.768662101372	0.684358651487	0.904643349079	0.819133522003	0.865962911711	0.772304132294	0.86411237384	0.766245103595	0.71197368631	0.874554988348	0.874554988348	0.742067378629	0.742067378629	0.72919007662	0.760953171885	0.760953171885	0.688502087089	0.740123469758	0.782814479975	0.782814479975	0.666647655563	0.807076443428	0.816990275468	0.807076443428	0.749466442133	0.875689439729	0.797857225079	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.797857225079	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.797857225079	0.839787975288	0.809284531042	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.85515566001	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.761955760638	0.85515566001
lsaC__Streptococcus_agalactiae_	0.828166576662	0.803547146167	0.821827391595	0.813231988064	0.735552057228	0.801276405835	0.849395729822	0.853595436335	0.813231988064	0.696127437394	0.839950059035	0.854023842618	0.839950059035	0.9783690458	0.871184443351	0.8611983534	0.84374798213	0.957711702266	0.849831546472	0.744258558622	0.851097775116	0.852064218748	0.852064218748	0.9783690458	0.85515566001	0.0	0.87638184858	0.9783690458	0.939680215057	0.853595436335	0.84749575406	0.942381756817	0.861273905665	0.847714681772	0.952853637038	0.952853637038	0.952853637038	0.952853637038	0.957711702266	0.957711702266	0.844536853919	0.962306403228	0.962306403228	0.974550998085	0.974550998085	0.9783690458	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.696127437394	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.654783195596	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458
mel__Bacteria_	0.745099431088	0.829518147277	0.835930189305	0.702624127023	0.855676469016	0.765431885226	0.776814366342	0.755930586272	0.725717925572	0.656292738639	0.874423571366	0.722400794041	0.754423015911	0.79379942179	0.872571551178	0.872028534206	0.821603204119	0.907035948917	0.862110725505	0.703788025393	0.92316728354	0.875729033325	0.920738827429	0.79379942179	0.887722861844	0.87638184858	0.0	0.79379942179	0.8844256066	0.776979729562	0.907683849645	0.882892794973	0.8832158502	0.8832158502	0.935907551063	0.884892218624	0.884892218624	0.900705776919	0.915766822999	0.886875871146	0.880777138639	0.879683183225	0.879683183225	0.805034397753	0.805034397753	0.85521022849	0.854309733845	0.854309733845	0.912770200683	0.854309733845	0.854309733845	0.870767979539	0.923779287583	0.923779287583	0.874655722515	0.923779287583	0.874655722515	0.87638184858	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.87638184858	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.9354601436	0.87638184858
ErmX__Corynebacterium_striatum_	0.811862399812	0.794577346507	0.813231988064	0.802446001231	0.735552057228	0.843827779502	0.802446001231	0.599599121688	0.802446001231	0.696127437394	0.662143150493	0.780345562342	0.786865772376	0.9783690458	0.871184443351	0.812151037008	0.84374798213	0.957711702266	0.849831546472	0.853595436335	0.86962269412	0.919404409553	0.871740451348	0.9783690458	0.930606462263	0.9783690458	0.79379942179	0.0	0.875664952835	0.875664952835	0.871184443351	0.871184443351	0.947748292512	0.947748292512	0.952853637038	0.952853637038	0.952853637038	0.952853637038	0.957711702266	0.957711702266	0.957711702266	0.962306403228	0.962306403228	0.974550998085	0.974550998085	0.9783690458	0.970993901747	0.970993901747	0.970993901747	0.970993901747	0.723655053782	0.970993901747	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.696127437394	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.654783195596	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.9783690458	0.654783195596
